title,salaries,company_names,addresses,requirements 
Frontend разработчик (React),Not provided,ООО Совкомбанк Технологии,Санкт-Петербург,Not provided
Ведущий Frontend-разработчик,Not provided,ООО ИЦ АЙ-ТЕКО,Москва,"Понимание работы протокола HTTP, умение работать с Rest API. Понимание принципов адаптивной верстки. Знание Javascript, опыт работы с React от...Отличное знание TypeScript, JavaScript, HTML, CSS, SCSS. Опыт работы и уверенное знание frontend-фреймворка Vue. Хорошее знание ООП, принципов и...Знание C# Razor, Blazor - основное требование! Html, css, React, Js. Преимуществом будет знание: Asp net core, asp net webforms.Разработка мобильный версий портала ""Память народа"". Основной стек: React js, Node js. Желательный стек: Angular, Vue, Apache, nginx.Умение и готовность самостоятельная оценивать и решать поставленные задачи. Уверенные знания JavaScript. O Знание XMLHttpRequest. O Понимание, для чего и...Что ждем от разработчика: техническую экспертизу, круто если есть архитектурный бэкграунд и/или желание в этом направлении прокачиваться. Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile-команде. Понимание работы веб-приложений (HTTP протокол, REST...Пожелания к твоему опыту: Опыт от 2х лет во frontend разработке. Опыт работы с Vue.js 2.0 и Pinia. Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...JS на продвинутом уровне: closures, lexical environment, promises, async/await, ES5+. Отличное знание react.js. Опыт работы с одним...Умение ясно и однозначно излагать мысли — устно и письменно. Высокая эрудиция в области computer science. Умеешь быстро понимать как реализовать...Уделять внимание производительности, скорости и удобству пользования сервисом, а также архитектуре и сложным взаимодействиям с продуктом в реальном времени. Опыт от 3х лет коммерческой разработки. Прекрасное знание JavaScript (es6/es7: классы, импорты декораторы, arrow-функции, генераторы...Опыт создания проектов на React, Redux. Отличные знания JavaScript, HTML, СSS. Опыт работы с Git. Умение читать документацию на английском. ОБЯЗАТЕЛЕН опыт Web разработки от 3-х лет. Английский на уровне от B2. Уверенные знания ES6+ (Event...Опыт коммерческой разработки TypeScript, React, Web3 от 3-х лет. Опыт работы в финтех\крипто проекте. Опыт работы с...Опыт работы с фреймворком Vue.js от 2-х лет. Знание протоколов HTTP, HTTPS, HTML5, CSS3. Уверенное владение Git. JavaScript HTML, CSS. React. Git/Git flow. Желательно: Имеете опыт работы с Jira. Регулярный обмен опытом и изучение новых. Технологий.Опыт коммерческой разработки, навык работы в команде. Уверенные знания JavaScript (ES6+). Уверенные знания Vue с сопутствующего стека (VueRouter...Хорошие знания HTML, CSS. Умение писать скрипты на чистом (ванильном) JavaScript. Понимание - знание принципов ООП, умение работать с классами. "
Middle Frontend Developer (Vue.js),от 100 000 руб.,Lipsar Studio,Москва,Not provided
Frontend Developer в команду NFT,Not provided,"VK, ВКонтакте",Санкт-Петербург,"Понимание работы протокола HTTP, умение работать с Rest API. Понимание принципов адаптивной верстки. Знание Javascript, опыт работы с React от...Отличное знание TypeScript, JavaScript, HTML, CSS, SCSS. Опыт работы и уверенное знание frontend-фреймворка Vue. Хорошее знание ООП, принципов и...Знание C# Razor, Blazor - основное требование! Html, css, React, Js. Преимуществом будет знание: Asp net core, asp net webforms.Разработка мобильный версий портала ""Память народа"". Основной стек: React js, Node js. Желательный стек: Angular, Vue, Apache, nginx.Умение и готовность самостоятельная оценивать и решать поставленные задачи. Уверенные знания JavaScript. O Знание XMLHttpRequest. O Понимание, для чего и...Что ждем от разработчика: техническую экспертизу, круто если есть архитектурный бэкграунд и/или желание в этом направлении прокачиваться. Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile-команде. Понимание работы веб-приложений (HTTP протокол, REST...Пожелания к твоему опыту: Опыт от 2х лет во frontend разработке. Опыт работы с Vue.js 2.0 и Pinia. Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...JS на продвинутом уровне: closures, lexical environment, promises, async/await, ES5+. Отличное знание react.js. Опыт работы с одним...Умение ясно и однозначно излагать мысли — устно и письменно. Высокая эрудиция в области computer science. Умеешь быстро понимать как реализовать...Уделять внимание производительности, скорости и удобству пользования сервисом, а также архитектуре и сложным взаимодействиям с продуктом в реальном времени. Опыт от 3х лет коммерческой разработки. Прекрасное знание JavaScript (es6/es7: классы, импорты декораторы, arrow-функции, генераторы...Опыт создания проектов на React, Redux. Отличные знания JavaScript, HTML, СSS. Опыт работы с Git. Умение читать документацию на английском. ОБЯЗАТЕЛЕН опыт Web разработки от 3-х лет. Английский на уровне от B2. Уверенные знания ES6+ (Event...Опыт коммерческой разработки TypeScript, React, Web3 от 3-х лет. Опыт работы в финтех\крипто проекте. Опыт работы с...Опыт работы с фреймворком Vue.js от 2-х лет. Знание протоколов HTTP, HTTPS, HTML5, CSS3. Уверенное владение Git. JavaScript HTML, CSS. React. Git/Git flow. Желательно: Имеете опыт работы с Jira. Регулярный обмен опытом и изучение новых. Технологий.Опыт коммерческой разработки, навык работы в команде. Уверенные знания JavaScript (ES6+). Уверенные знания Vue с сопутствующего стека (VueRouter...Хорошие знания HTML, CSS. Умение писать скрипты на чистом (ванильном) JavaScript. Понимание - знание принципов ООП, умение работать с классами. "
Frontend (React/Redux) разработчик,от 100 000 руб.,Techno Diasoft,Москва,Not provided
Frontend-разработчик (react) Северсталь Диджитал,Not provided,Северсталь. IT & Digital,Санкт-Петербург,"Понимание работы протокола HTTP, умение работать с Rest API. Понимание принципов адаптивной верстки. Знание Javascript, опыт работы с React от...Отличное знание TypeScript, JavaScript, HTML, CSS, SCSS. Опыт работы и уверенное знание frontend-фреймворка Vue. Хорошее знание ООП, принципов и...Знание C# Razor, Blazor - основное требование! Html, css, React, Js. Преимуществом будет знание: Asp net core, asp net webforms.Разработка мобильный версий портала ""Память народа"". Основной стек: React js, Node js. Желательный стек: Angular, Vue, Apache, nginx.Умение и готовность самостоятельная оценивать и решать поставленные задачи. Уверенные знания JavaScript. O Знание XMLHttpRequest. O Понимание, для чего и...Что ждем от разработчика: техническую экспертизу, круто если есть архитектурный бэкграунд и/или желание в этом направлении прокачиваться. Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile-команде. Понимание работы веб-приложений (HTTP протокол, REST...Пожелания к твоему опыту: Опыт от 2х лет во frontend разработке. Опыт работы с Vue.js 2.0 и Pinia. Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...JS на продвинутом уровне: closures, lexical environment, promises, async/await, ES5+. Отличное знание react.js. Опыт работы с одним...Умение ясно и однозначно излагать мысли — устно и письменно. Высокая эрудиция в области computer science. Умеешь быстро понимать как реализовать...Уделять внимание производительности, скорости и удобству пользования сервисом, а также архитектуре и сложным взаимодействиям с продуктом в реальном времени. Опыт от 3х лет коммерческой разработки. Прекрасное знание JavaScript (es6/es7: классы, импорты декораторы, arrow-функции, генераторы...Опыт создания проектов на React, Redux. Отличные знания JavaScript, HTML, СSS. Опыт работы с Git. Умение читать документацию на английском. ОБЯЗАТЕЛЕН опыт Web разработки от 3-х лет. Английский на уровне от B2. Уверенные знания ES6+ (Event...Опыт коммерческой разработки TypeScript, React, Web3 от 3-х лет. Опыт работы в финтех\крипто проекте. Опыт работы с...Опыт работы с фреймворком Vue.js от 2-х лет. Знание протоколов HTTP, HTTPS, HTML5, CSS3. Уверенное владение Git. JavaScript HTML, CSS. React. Git/Git flow. Желательно: Имеете опыт работы с Jira. Регулярный обмен опытом и изучение новых. Технологий.Опыт коммерческой разработки, навык работы в команде. Уверенные знания JavaScript (ES6+). Уверенные знания Vue с сопутствующего стека (VueRouter...Хорошие знания HTML, CSS. Умение писать скрипты на чистом (ванильном) JavaScript. Понимание - знание принципов ООП, умение работать с классами. "
Frontend-разработчик (Angular/React/Vue.js) уровня senior,от 100 000 руб.,ООО А17,Москва,Not provided
Senior frontend web developer,Not provided,ООО ЗамЗамТехнолоджи,Москва,"Понимание работы протокола HTTP, умение работать с Rest API. Понимание принципов адаптивной верстки. Знание Javascript, опыт работы с React от...Отличное знание TypeScript, JavaScript, HTML, CSS, SCSS. Опыт работы и уверенное знание frontend-фреймворка Vue. Хорошее знание ООП, принципов и...Знание C# Razor, Blazor - основное требование! Html, css, React, Js. Преимуществом будет знание: Asp net core, asp net webforms.Разработка мобильный версий портала ""Память народа"". Основной стек: React js, Node js. Желательный стек: Angular, Vue, Apache, nginx.Умение и готовность самостоятельная оценивать и решать поставленные задачи. Уверенные знания JavaScript. O Знание XMLHttpRequest. O Понимание, для чего и...Что ждем от разработчика: техническую экспертизу, круто если есть архитектурный бэкграунд и/или желание в этом направлении прокачиваться. Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile-команде. Понимание работы веб-приложений (HTTP протокол, REST...Пожелания к твоему опыту: Опыт от 2х лет во frontend разработке. Опыт работы с Vue.js 2.0 и Pinia. Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...JS на продвинутом уровне: closures, lexical environment, promises, async/await, ES5+. Отличное знание react.js. Опыт работы с одним...Умение ясно и однозначно излагать мысли — устно и письменно. Высокая эрудиция в области computer science. Умеешь быстро понимать как реализовать...Уделять внимание производительности, скорости и удобству пользования сервисом, а также архитектуре и сложным взаимодействиям с продуктом в реальном времени. Опыт от 3х лет коммерческой разработки. Прекрасное знание JavaScript (es6/es7: классы, импорты декораторы, arrow-функции, генераторы...Опыт создания проектов на React, Redux. Отличные знания JavaScript, HTML, СSS. Опыт работы с Git. Умение читать документацию на английском. ОБЯЗАТЕЛЕН опыт Web разработки от 3-х лет. Английский на уровне от B2. Уверенные знания ES6+ (Event...Опыт коммерческой разработки TypeScript, React, Web3 от 3-х лет. Опыт работы в финтех\крипто проекте. Опыт работы с...Опыт работы с фреймворком Vue.js от 2-х лет. Знание протоколов HTTP, HTTPS, HTML5, CSS3. Уверенное владение Git. JavaScript HTML, CSS. React. Git/Git flow. Желательно: Имеете опыт работы с Jira. Регулярный обмен опытом и изучение новых. Технологий.Опыт коммерческой разработки, навык работы в команде. Уверенные знания JavaScript (ES6+). Уверенные знания Vue с сопутствующего стека (VueRouter...Хорошие знания HTML, CSS. Умение писать скрипты на чистом (ванильном) JavaScript. Понимание - знание принципов ООП, умение работать с классами. "
Middle frontend разработчик (Vue.js) [Hello],Not provided,"ПАО «МТС», IT",Москва,Not provided
Frontend-разработчик (React),Not provided,USETECH,Москва,"Понимание работы протокола HTTP, умение работать с Rest API. Понимание принципов адаптивной верстки. Знание Javascript, опыт работы с React от...Отличное знание TypeScript, JavaScript, HTML, CSS, SCSS. Опыт работы и уверенное знание frontend-фреймворка Vue. Хорошее знание ООП, принципов и...Знание C# Razor, Blazor - основное требование! Html, css, React, Js. Преимуществом будет знание: Asp net core, asp net webforms.Разработка мобильный версий портала ""Память народа"". Основной стек: React js, Node js. Желательный стек: Angular, Vue, Apache, nginx.Умение и готовность самостоятельная оценивать и решать поставленные задачи. Уверенные знания JavaScript. O Знание XMLHttpRequest. O Понимание, для чего и...Что ждем от разработчика: техническую экспертизу, круто если есть архитектурный бэкграунд и/или желание в этом направлении прокачиваться. Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile-команде. Понимание работы веб-приложений (HTTP протокол, REST...Пожелания к твоему опыту: Опыт от 2х лет во frontend разработке. Опыт работы с Vue.js 2.0 и Pinia. Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...JS на продвинутом уровне: closures, lexical environment, promises, async/await, ES5+. Отличное знание react.js. Опыт работы с одним...Умение ясно и однозначно излагать мысли — устно и письменно. Высокая эрудиция в области computer science. Умеешь быстро понимать как реализовать...Уделять внимание производительности, скорости и удобству пользования сервисом, а также архитектуре и сложным взаимодействиям с продуктом в реальном времени. Опыт от 3х лет коммерческой разработки. Прекрасное знание JavaScript (es6/es7: классы, импорты декораторы, arrow-функции, генераторы...Опыт создания проектов на React, Redux. Отличные знания JavaScript, HTML, СSS. Опыт работы с Git. Умение читать документацию на английском. ОБЯЗАТЕЛЕН опыт Web разработки от 3-х лет. Английский на уровне от B2. Уверенные знания ES6+ (Event...Опыт коммерческой разработки TypeScript, React, Web3 от 3-х лет. Опыт работы в финтех\крипто проекте. Опыт работы с...Опыт работы с фреймворком Vue.js от 2-х лет. Знание протоколов HTTP, HTTPS, HTML5, CSS3. Уверенное владение Git. JavaScript HTML, CSS. React. Git/Git flow. Желательно: Имеете опыт работы с Jira. Регулярный обмен опытом и изучение новых. Технологий.Опыт коммерческой разработки, навык работы в команде. Уверенные знания JavaScript (ES6+). Уверенные знания Vue с сопутствующего стека (VueRouter...Хорошие знания HTML, CSS. Умение писать скрипты на чистом (ванильном) JavaScript. Понимание - знание принципов ООП, умение работать с классами. "
Middle Frontend Developer (Vue),от 100 000 руб.,TrueConf,Москва,Not provided
"Frontend-разработчик (Html, JavaScript)",Not provided,Zebomba Games,Санкт-Петербург,"Понимание работы протокола HTTP, умение работать с Rest API. Понимание принципов адаптивной верстки. Знание Javascript, опыт работы с React от...Отличное знание TypeScript, JavaScript, HTML, CSS, SCSS. Опыт работы и уверенное знание frontend-фреймворка Vue. Хорошее знание ООП, принципов и...Знание C# Razor, Blazor - основное требование! Html, css, React, Js. Преимуществом будет знание: Asp net core, asp net webforms.Разработка мобильный версий портала ""Память народа"". Основной стек: React js, Node js. Желательный стек: Angular, Vue, Apache, nginx.Умение и готовность самостоятельная оценивать и решать поставленные задачи. Уверенные знания JavaScript. O Знание XMLHttpRequest. O Понимание, для чего и...Что ждем от разработчика: техническую экспертизу, круто если есть архитектурный бэкграунд и/или желание в этом направлении прокачиваться. Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile-команде. Понимание работы веб-приложений (HTTP протокол, REST...Пожелания к твоему опыту: Опыт от 2х лет во frontend разработке. Опыт работы с Vue.js 2.0 и Pinia. Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...JS на продвинутом уровне: closures, lexical environment, promises, async/await, ES5+. Отличное знание react.js. Опыт работы с одним...Умение ясно и однозначно излагать мысли — устно и письменно. Высокая эрудиция в области computer science. Умеешь быстро понимать как реализовать...Уделять внимание производительности, скорости и удобству пользования сервисом, а также архитектуре и сложным взаимодействиям с продуктом в реальном времени. Опыт от 3х лет коммерческой разработки. Прекрасное знание JavaScript (es6/es7: классы, импорты декораторы, arrow-функции, генераторы...Опыт создания проектов на React, Redux. Отличные знания JavaScript, HTML, СSS. Опыт работы с Git. Умение читать документацию на английском. ОБЯЗАТЕЛЕН опыт Web разработки от 3-х лет. Английский на уровне от B2. Уверенные знания ES6+ (Event...Опыт коммерческой разработки TypeScript, React, Web3 от 3-х лет. Опыт работы в финтех\крипто проекте. Опыт работы с...Опыт работы с фреймворком Vue.js от 2-х лет. Знание протоколов HTTP, HTTPS, HTML5, CSS3. Уверенное владение Git. JavaScript HTML, CSS. React. Git/Git flow. Желательно: Имеете опыт работы с Jira. Регулярный обмен опытом и изучение новых. Технологий.Опыт коммерческой разработки, навык работы в команде. Уверенные знания JavaScript (ES6+). Уверенные знания Vue с сопутствующего стека (VueRouter...Хорошие знания HTML, CSS. Умение писать скрипты на чистом (ванильном) JavaScript. Понимание - знание принципов ООП, умение работать с классами. "
JavaScript Developer,от 300 000 руб.,JuicyScore,Москва,Not provided
Frontend middle разработчик React (Здравсити),Not provided,Ригла,Москва,"Страсть к созданию эффективных и масштабируемых frontend решений. Опыт работы с WebView для iOS и Android, понимание API для взаимодействия...Понимание классических алгоритмов и структур данных, принципов DRY, KISS, SOLID. Понимание принципов и умение настроить окружение для frontend-разработки: webpack...Отличное знание Vue, будет плюсом Nuxt.js. Успешный опыт создания PWA/SPA приложений. Опыт коммерческой разработки JavaScript не менее 3-х...Коммерческий опыт работы c JavaScript, React, ES6 , Redux - от 3 лет. Умение работать c Git, make GNU, docker, docker...Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile команде. Понимание работы веб-приложений (HTTP протокол, REST...Strong knowledge of JavaScript, React, Typescript. Proficiency in HTML5, CSS3 (+css-in-js). Experience in REST/RESTful web...React. Typescript хотя бы пробовали для себя и понимаете как и зачем этим пользоваться. Навык работы с HTML5+CSS...Вы изучали верстку в HTML5, CSS3, pixel perfect верстка по макету, Frontend и Backend-программирование, знакомы с CMSBitrix...Основные необходимые навыки: HTML5. CSS3. JavaScript (ES6, ES6+). React. Будет преимуществом знание: Next JS. Требуемый опыт работы: 2–3 года. - опыт коммерческой разработки в команде от 1 года. - уверенные знания React. - хорошие знания JavaScript...Опыт работы по профилю 2-3 года. Знать хотя-бы один из фреймворков: Vue.js, React, Angular. Будет плюсом опыт работы...Web API использует ASP.NET Core + OData надстройку. Фронтенд пишется на TypeScript и базируется на Angular. Опыт работы — обязательно. Навыки. Опыт Frontend-разработки от 2 лет. Уверенные практические навыки на React. Отличные знания Javascript. Опыт кроссбраузерной и адаптивной верстки. Ответственность, умение добиваться поставленного результата. Требования:  Опыт разработки frontend (RIA/SPA) от 2-х лет.  Опыт использования React+Redux от 2...React.js от 1-1.5 года. Понимание promise, запросы к API. Будет плюсом: Понимание архитектурых паттернов современных фронтенд приложений. Знание TypeScript/ JavaScript. Опыт разработки Web-решений, SPA. Знание React. Знание HTML, CSS, навыки верстки. Знание английского языка на уровне...Нужны навыки верстки, проектирования сложных задач, знания javascript, typescript, Vue.Angular (основной стек), AngularJS (могут ""прилетать"" отдельные задачи), HTML, CSS от 2-х лет. Умение писать кросс-браузерный код, знание...Опыт работы в должности Front-end разработчика от 2 лет. Опыт разработки с использованием Vue.js от 2х лет. "
Middle frontend developer,от 300 000 руб.,ООО Лоция,Екатеринбург,Not provided
Middle Frontend Developer,от 300 000 руб.,Wanted,Санкт-Петербург,"Страсть к созданию эффективных и масштабируемых frontend решений. Опыт работы с WebView для iOS и Android, понимание API для взаимодействия...Понимание классических алгоритмов и структур данных, принципов DRY, KISS, SOLID. Понимание принципов и умение настроить окружение для frontend-разработки: webpack...Отличное знание Vue, будет плюсом Nuxt.js. Успешный опыт создания PWA/SPA приложений. Опыт коммерческой разработки JavaScript не менее 3-х...Коммерческий опыт работы c JavaScript, React, ES6 , Redux - от 3 лет. Умение работать c Git, make GNU, docker, docker...Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile команде. Понимание работы веб-приложений (HTTP протокол, REST...Strong knowledge of JavaScript, React, Typescript. Proficiency in HTML5, CSS3 (+css-in-js). Experience in REST/RESTful web...React. Typescript хотя бы пробовали для себя и понимаете как и зачем этим пользоваться. Навык работы с HTML5+CSS...Вы изучали верстку в HTML5, CSS3, pixel perfect верстка по макету, Frontend и Backend-программирование, знакомы с CMSBitrix...Основные необходимые навыки: HTML5. CSS3. JavaScript (ES6, ES6+). React. Будет преимуществом знание: Next JS. Требуемый опыт работы: 2–3 года. - опыт коммерческой разработки в команде от 1 года. - уверенные знания React. - хорошие знания JavaScript...Опыт работы по профилю 2-3 года. Знать хотя-бы один из фреймворков: Vue.js, React, Angular. Будет плюсом опыт работы...Web API использует ASP.NET Core + OData надстройку. Фронтенд пишется на TypeScript и базируется на Angular. Опыт работы — обязательно. Навыки. Опыт Frontend-разработки от 2 лет. Уверенные практические навыки на React. Отличные знания Javascript. Опыт кроссбраузерной и адаптивной верстки. Ответственность, умение добиваться поставленного результата. Требования:  Опыт разработки frontend (RIA/SPA) от 2-х лет.  Опыт использования React+Redux от 2...React.js от 1-1.5 года. Понимание promise, запросы к API. Будет плюсом: Понимание архитектурых паттернов современных фронтенд приложений. Знание TypeScript/ JavaScript. Опыт разработки Web-решений, SPA. Знание React. Знание HTML, CSS, навыки верстки. Знание английского языка на уровне...Нужны навыки верстки, проектирования сложных задач, знания javascript, typescript, Vue.Angular (основной стек), AngularJS (могут ""прилетать"" отдельные задачи), HTML, CSS от 2-х лет. Умение писать кросс-браузерный код, знание...Опыт работы в должности Front-end разработчика от 2 лет. Опыт разработки с использованием Vue.js от 2х лет. "
Frontend разработчик (React),Not provided,ООО Совкомбанк Технологии,Казань,Not provided
"Frontend-разработчик (Angular, middle+/senior)",Not provided,Тинькофф,Тверь,"Страсть к созданию эффективных и масштабируемых frontend решений. Опыт работы с WebView для iOS и Android, понимание API для взаимодействия...Понимание классических алгоритмов и структур данных, принципов DRY, KISS, SOLID. Понимание принципов и умение настроить окружение для frontend-разработки: webpack...Отличное знание Vue, будет плюсом Nuxt.js. Успешный опыт создания PWA/SPA приложений. Опыт коммерческой разработки JavaScript не менее 3-х...Коммерческий опыт работы c JavaScript, React, ES6 , Redux - от 3 лет. Умение работать c Git, make GNU, docker, docker...Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile команде. Понимание работы веб-приложений (HTTP протокол, REST...Strong knowledge of JavaScript, React, Typescript. Proficiency in HTML5, CSS3 (+css-in-js). Experience in REST/RESTful web...React. Typescript хотя бы пробовали для себя и понимаете как и зачем этим пользоваться. Навык работы с HTML5+CSS...Вы изучали верстку в HTML5, CSS3, pixel perfect верстка по макету, Frontend и Backend-программирование, знакомы с CMSBitrix...Основные необходимые навыки: HTML5. CSS3. JavaScript (ES6, ES6+). React. Будет преимуществом знание: Next JS. Требуемый опыт работы: 2–3 года. - опыт коммерческой разработки в команде от 1 года. - уверенные знания React. - хорошие знания JavaScript...Опыт работы по профилю 2-3 года. Знать хотя-бы один из фреймворков: Vue.js, React, Angular. Будет плюсом опыт работы...Web API использует ASP.NET Core + OData надстройку. Фронтенд пишется на TypeScript и базируется на Angular. Опыт работы — обязательно. Навыки. Опыт Frontend-разработки от 2 лет. Уверенные практические навыки на React. Отличные знания Javascript. Опыт кроссбраузерной и адаптивной верстки. Ответственность, умение добиваться поставленного результата. Требования:  Опыт разработки frontend (RIA/SPA) от 2-х лет.  Опыт использования React+Redux от 2...React.js от 1-1.5 года. Понимание promise, запросы к API. Будет плюсом: Понимание архитектурых паттернов современных фронтенд приложений. Знание TypeScript/ JavaScript. Опыт разработки Web-решений, SPA. Знание React. Знание HTML, CSS, навыки верстки. Знание английского языка на уровне...Нужны навыки верстки, проектирования сложных задач, знания javascript, typescript, Vue.Angular (основной стек), AngularJS (могут ""прилетать"" отдельные задачи), HTML, CSS от 2-х лет. Умение писать кросс-браузерный код, знание...Опыт работы в должности Front-end разработчика от 2 лет. Опыт разработки с использованием Vue.js от 2х лет. "
Senior Frontend Developer (React),Not provided,Altenar,Владимир,Not provided
"Frontend developer (Middle, Senior)",Not provided,ООО СберОбразование,Москва,"Страсть к созданию эффективных и масштабируемых frontend решений. Опыт работы с WebView для iOS и Android, понимание API для взаимодействия...Понимание классических алгоритмов и структур данных, принципов DRY, KISS, SOLID. Понимание принципов и умение настроить окружение для frontend-разработки: webpack...Отличное знание Vue, будет плюсом Nuxt.js. Успешный опыт создания PWA/SPA приложений. Опыт коммерческой разработки JavaScript не менее 3-х...Коммерческий опыт работы c JavaScript, React, ES6 , Redux - от 3 лет. Умение работать c Git, make GNU, docker, docker...Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile команде. Понимание работы веб-приложений (HTTP протокол, REST...Strong knowledge of JavaScript, React, Typescript. Proficiency in HTML5, CSS3 (+css-in-js). Experience in REST/RESTful web...React. Typescript хотя бы пробовали для себя и понимаете как и зачем этим пользоваться. Навык работы с HTML5+CSS...Вы изучали верстку в HTML5, CSS3, pixel perfect верстка по макету, Frontend и Backend-программирование, знакомы с CMSBitrix...Основные необходимые навыки: HTML5. CSS3. JavaScript (ES6, ES6+). React. Будет преимуществом знание: Next JS. Требуемый опыт работы: 2–3 года. - опыт коммерческой разработки в команде от 1 года. - уверенные знания React. - хорошие знания JavaScript...Опыт работы по профилю 2-3 года. Знать хотя-бы один из фреймворков: Vue.js, React, Angular. Будет плюсом опыт работы...Web API использует ASP.NET Core + OData надстройку. Фронтенд пишется на TypeScript и базируется на Angular. Опыт работы — обязательно. Навыки. Опыт Frontend-разработки от 2 лет. Уверенные практические навыки на React. Отличные знания Javascript. Опыт кроссбраузерной и адаптивной верстки. Ответственность, умение добиваться поставленного результата. Требования:  Опыт разработки frontend (RIA/SPA) от 2-х лет.  Опыт использования React+Redux от 2...React.js от 1-1.5 года. Понимание promise, запросы к API. Будет плюсом: Понимание архитектурых паттернов современных фронтенд приложений. Знание TypeScript/ JavaScript. Опыт разработки Web-решений, SPA. Знание React. Знание HTML, CSS, навыки верстки. Знание английского языка на уровне...Нужны навыки верстки, проектирования сложных задач, знания javascript, typescript, Vue.Angular (основной стек), AngularJS (могут ""прилетать"" отдельные задачи), HTML, CSS от 2-х лет. Умение писать кросс-браузерный код, знание...Опыт работы в должности Front-end разработчика от 2 лет. Опыт разработки с использованием Vue.js от 2х лет. "
IT Стажёр Web-программист,Not provided,ООО Теремъ,Москва,Not provided
Frontend-разработчик,от 300 000 руб.,ООО Гуру Групп,Челябинск,"Страсть к созданию эффективных и масштабируемых frontend решений. Опыт работы с WebView для iOS и Android, понимание API для взаимодействия...Понимание классических алгоритмов и структур данных, принципов DRY, KISS, SOLID. Понимание принципов и умение настроить окружение для frontend-разработки: webpack...Отличное знание Vue, будет плюсом Nuxt.js. Успешный опыт создания PWA/SPA приложений. Опыт коммерческой разработки JavaScript не менее 3-х...Коммерческий опыт работы c JavaScript, React, ES6 , Redux - от 3 лет. Умение работать c Git, make GNU, docker, docker...Опыт работы с React, Redux, TypeScript от 2-х лет (менее 2х лет опыта не рассматриваем кандидатов, так как...Уверенное знание основ JavaScript. Опыт работы с Angular. Опыт работы в Agile команде. Понимание работы веб-приложений (HTTP протокол, REST...Strong knowledge of JavaScript, React, Typescript. Proficiency in HTML5, CSS3 (+css-in-js). Experience in REST/RESTful web...React. Typescript хотя бы пробовали для себя и понимаете как и зачем этим пользоваться. Навык работы с HTML5+CSS...Вы изучали верстку в HTML5, CSS3, pixel perfect верстка по макету, Frontend и Backend-программирование, знакомы с CMSBitrix...Основные необходимые навыки: HTML5. CSS3. JavaScript (ES6, ES6+). React. Будет преимуществом знание: Next JS. Требуемый опыт работы: 2–3 года. - опыт коммерческой разработки в команде от 1 года. - уверенные знания React. - хорошие знания JavaScript...Опыт работы по профилю 2-3 года. Знать хотя-бы один из фреймворков: Vue.js, React, Angular. Будет плюсом опыт работы...Web API использует ASP.NET Core + OData надстройку. Фронтенд пишется на TypeScript и базируется на Angular. Опыт работы — обязательно. Навыки. Опыт Frontend-разработки от 2 лет. Уверенные практические навыки на React. Отличные знания Javascript. Опыт кроссбраузерной и адаптивной верстки. Ответственность, умение добиваться поставленного результата. Требования:  Опыт разработки frontend (RIA/SPA) от 2-х лет.  Опыт использования React+Redux от 2...React.js от 1-1.5 года. Понимание promise, запросы к API. Будет плюсом: Понимание архитектурых паттернов современных фронтенд приложений. Знание TypeScript/ JavaScript. Опыт разработки Web-решений, SPA. Знание React. Знание HTML, CSS, навыки верстки. Знание английского языка на уровне...Нужны навыки верстки, проектирования сложных задач, знания javascript, typescript, Vue.Angular (основной стек), AngularJS (могут ""прилетать"" отдельные задачи), HTML, CSS от 2-х лет. Умение писать кросс-браузерный код, знание...Опыт работы в должности Front-end разработчика от 2 лет. Опыт разработки с использованием Vue.js от 2х лет. "
